Seccion,Casilla,Eleccion,Municipio,Distrito,Estatus,LN,Total,Partido Acción Nacional,Partido Revolucionario Institucional,Partido de la Revolución Democrática,Partido del Trabajo,Partido Verde Ecologista de México,Movimiento Ciudadano,Nueva Alianza Partido Político Nacional,Partido Demócrata,Partido Cruzada Ciudadana,MORENA,Partido Humanista  Partido Político Nacional,Partido Político Nacional  Encuentro Social,Candidato Independiente,Votos Anulados
2078,CONTIGUA 1,Diputados Locales,Santa Catarina,19,Acta contabilizada,667,380,217,48,2,1,11,28,17,5,1,6,6,1,30,7
2079,BASICA,Diputados Locales,Santa Catarina,19,Acta contabilizada,672,390,179,63,2,10,10,59,8,1,1,8,7,6,30,6
2079,CONTIGUA 1,Diputados Locales,Santa Catarina,19,Acta contabilizada,672,384,155,70,6,6,12,67,9,1,2,4,3,4,31,14
2079,CONTIGUA 2,Diputados Locales,Santa Catarina,19,Acta contabilizada,672,383,167,73,5,7,17,50,7,3,2,1,4,1,38,8
2080,BASICA,Diputados Locales,Santa Catarina,19,Acta contabilizada,631,326,125,80,8,9,17,29,13,3,0,3,5,0,16,18
2080,CONTIGUA 1,Diputados Locales,Santa Catarina,19,Acta contabilizada,631,317,127,84,4,8,15,23,8,4,2,5,3,5,17,12
2081,BASICA,Diputados Locales,Santa Catarina,19,Acta contabilizada,614,324,127,70,4,4,12,43,12,0,1,6,8,1,28,8
2081,CONTIGUA 1,Diputados Locales,Santa Catarina,19,Acta contabilizada,613,320,119,71,4,2,18,54,8,2,3,5,6,2,22,4
2081,CONTIGUA 2,Diputados Locales,Santa Catarina,19,Acta contabilizada,613,343,135,64,2,11,21,55,13,3,2,3,6,3,15,10
2082,BASICA,Diputados Locales,Santa Catarina,19,Acta contabilizada,464,246,72,81,1,5,10,14,12,2,2,6,5,2,22,12
2082,CONTIGUA 1,Diputados Locales,Santa Catarina,19,Acta contabilizada,463,236,67,78,2,3,10,20,10,1,1,5,3,4,23,9
2083,BASICA,Diputados Locales,Santa Catarina,19,Acta contabilizada,462,242,92,52,3,3,12,20,9,1,1,15,5,3,24,2
2083,CONTIGUA 1,Diputados Locales,Santa Catarina,19,Acta contabilizada,461,256,91,61,3,6,8,26,9,2,3,9,6,1,21,10
2084,BASICA,Diputados Locales,Santa Catarina,19,Acta contabilizada,264,157,50,46,3,3,23,8,0,2,0,4,2,1,5,10
2085,BASICA,Diputados Locales,Santa Catarina,19,Acta contabilizada,162,58,9,35,0,1,1,0,0,1,0,1,0,0,0,10
2086,BASICA,Diputados Locales,Santiago,23,Acta contabilizada,565,366,125,89,0,72,3,19,11,0,13,7,9,6,0,12
2086,CONTIGUA 1,Diputados Locales,Santiago,23,Acta contabilizada,565,341,121,95,3,60,4,24,8,1,3,3,7,2,0,10
2086,CONTIGUA 2,Diputados Locales,Santiago,23,Acta contabilizada,565,375,120,94,4,56,12,22,14,1,15,4,9,5,0,19
2086,CONTIGUA 3,Diputados Locales,Santiago,23,Acta contabilizada,565,340,111,74,4,66,10,27,12,0,14,4,4,3,0,11
2087,BASICA,Diputados Locales,Santiago,23,Acta contabilizada,699,474,162,114,3,75,23,29,22,2,14,3,13,2,0,12
2087,CONTIGUA 1,Diputados Locales,Santiago,23,Acta contabilizada,698,439,143,124,2,86,8,19,16,3,0,11,15,4,0,8
2087,ESPECIAL 1,Diputados Locales,Santiago,23,Acta contabilizada,0,77,29,17,0,15,5,3,2,0,0,1,1,2,0,2
2088,BASICA,Diputados Locales,Santiago,23,Acta contabilizada,542,364,123,105,2,59,9,20,7,0,9,6,9,0,0,15
2088,CONTIGUA 1,Diputados Locales,Santiago,23,Acta contabilizada,542,341,118,106,1,48,10,21,1,1,13,6,5,0,0,11
2088,CONTIGUA 2,Diputados Locales,Santiago,23,Acta contabilizada,542,398,151,106,1,65,7,21,16,0,11,3,6,3,0,8
2089,BASICA,Diputados Locales,Santiago,23,Acta contabilizada,581,390,77,122,4,79,19,23,17,0,27,4,12,4,0,2
2089,CONTIGUA 1,Diputados Locales,Santiago,23,Acta contabilizada,581,397,71,133,2,84,16,20,16,0,23,7,13,1,0,11
2089,CONTIGUA 2,Diputados Locales,Santiago,23,Acta contabilizada,581,389,86,119,6,87,16,18,13,1,20,3,6,5,0,9
2090,BASICA,Diputados Locales,Santiago,23,Acta contabilizada,685,478,95,151,2,102,15,30,24,0,25,10,13,1,0,10
